Opening Name	White Wins	Draws	Black Wins	FEN	PGN
English Opening-Bremen Variation-Reversed Sicilian-General Variation	304547	27085	235938	rnbqkbnr/ppp2ppp/3p4/4p3/2P5/2N2N2/PP1PPPPP/R1BQKB1R b KQkq - 1 3	1 c4 e5 2 Nc3 d6 3 Nf3
English Opening-Reversed Sicilian-General Variation-Smyslov Defence	18462	1391	13564	rn1qkbnr/ppp2ppp/3p4/4p3/2P3b1/2N2N2/PP1PPPPP/R1BQKB1R w KQkq - 2 4	1 c4 e5 2 Nc3 d6 3 Nf3 Bg4
English Opening-Bremen Variation-Reversed Closed Sicilian	2012859	179452	1717059	r1bqkbnr/pppp1ppp/2n5/4p3/2P5/2N5/PP1PPPPP/R1BQKBNR w KQkq - 2 3	1 c4 e5 2 Nc3 Nc6
English Opening-Bremen Variation-Reversed Closed Sicilian-Amsterdam Variation	2695	223	2464	r1bqkb1r/ppp2ppp/2np1n2/4p3/2P5/1PN1P3/P2P1PPP/R1BQKBNR w KQkq - 0 5	1 c4 e5 2 Nc3 Nc6 3 e3 Nf6 4 b3 d6
English Opening-Bremen Variation-Reversed Closed Sicilian-Mazedonisch Variation	4491	336	3986	r1bqkbnr/pppp1ppp/2n5/4p3/2P2P2/2N5/PP1PP1PP/R1BQKBNR b KQkq - 0 3	1 c4 e5 2 Nc3 Nc6 3 f4
English Opening-Bremen Variation-Reversed Closed Sicilian-Carls Variation	822537	72191	675040	r1bqkbnr/pppp1ppp/2n5/4p3/2P5/2N3P1/PP1PPP1P/R1BQKBNR b KQkq - 0 3	1 c4 e5 2 Nc3 Nc6 3 g3
English Opening-Reversed Closed Sicilian-Carls Variation-Tröger Variation	11	1	16	r1bqk1nr/ppppbp1p/2n3p1/4p3/2P5/2N3P1/PP1PPPBP/R1BQK1NR w KQkq - 2 5	1 c4 e5 2 Nc3 Nc6 3 g3 g6 4 Bg2 Be7
English Opening-Reversed Closed Sicilian-Carls Variation-Taimanov Variation	78277	10818	76489	r1bqk1nr/pppp1pbp/2n3p1/4p3/2P5/2N3P1/PP1PPPBP/R1BQK1NR w KQkq - 2 5	1 c4 e5 2 Nc3 Nc6 3 g3 g6 4 Bg2 Bg7
English Opening-Carls Variation-Taimanov Variation-Closed System	21358	3034	21652	r1bqk1nr/pppp1pbp/2n3p1/4p3/2P5/2NP2P1/PP2PPBP/R1BQK1NR b KQkq - 0 5	1 c4 e5 2 Nc3 Nc6 3 g3 g6 4 Bg2 Bg7 5 d3
English Opening-Taimanov Variation-Closed System-Full Symmetry	18441	2611	18631	r1bqk1nr/ppp2pbp/2np2p1/4p3/2P5/2NP2P1/PP2PPBP/R1BQK1NR w KQkq - 0 6	1 c4 e5 2 Nc3 Nc6 3 g3 g6 4 Bg2 Bg7 5 d3 d6
English Opening-Closed System-Full Symmetry-Botvinnik System	9484	1521	9843	r1bqk1nr/ppp2pbp/2np2p1/4p3/2P1P3/2NP2P1/PP3PBP/R1BQK1NR b KQkq - 0 6	1 c4 e5 2 Nc3 Nc6 3 g3 g6 4 Bg2 Bg7 5 d3 d6 6 e4
English Opening-Carls Variation-Taimanov Variation-Bremen-Hort Variation	4465	604	5258	r2qk1nr/ppp2pbp/2npb1p1/4p3/2P5/2N1P1P1/PP1PNPBP/R1BQK2R w KQkq - 2 7	1 c4 e5 2 Nc3 Nc6 3 g3 g6 4 Bg2 Bg7 5 e3 d6 6 Nge2 Be6
English Opening-Carls Variation-Taimanov Variation-Hungarian Attack	2295	321	1828	r1bqk1nr/pppp1pbp/2n3p1/4p3/2P5/2N3P1/PP1PPPBP/1RBQK1NR b Kkq - 3 5	1 c4 e5 2 Nc3 Nc6 3 g3 g6 4 Bg2 Bg7 5 Rb1
English Opening-Bremen Variation-Reversed Closed Sicilian-3 Knights System	715842	65634	584070	r1bqkbnr/pppp1ppp/2n5/4p3/2P5/2N2N2/PP1PPPPP/R1BQKB1R b KQkq - 3 3	1 c4 e5 2 Nc3 Nc6 3 Nf3
English Opening-Reversed Closed Sicilian-3 Knights System-Dutch Variation	93996	9257	82940	r1bqkbnr/pppp2pp/2n5/4pp2/2P5/2N2N2/PP1PPPPP/R1BQKB1R w KQkq - 0 4	1 c4 e5 2 Nc3 Nc6 3 Nf3 f5
English Opening-Bremen Variation-Reversed Closed Sicilian-4 Knights System #2	957570	96182	786396	r1bqkb1r/pppp1ppp/2n2n2/4p3/2P5/2N2N2/PP1PPPPP/R1BQKB1R w KQkq - 4 4	1 c4 e5 2 Nc3 Nc6 3 Nf3 Nf6
English Opening-Reversed Closed Sicilian-4 Knights System #2-Marini/Korchnoi Line	42065	4170	33958	r1bqkb1r/pppp1ppp/2n2n2/4p3/2P5/P1N2N2/1P1PPPPP/R1BQKB1R b KQkq - 0 4	1 c4 e5 2 Nc3 Nc6 3 Nf3 Nf6 4 a3
English Opening-Reversed Closed Sicilian-4 Knights System #2-Capablanca/Flexible Line	171848	17036	151002	r1bqkb1r/pppp1ppp/2n2n2/4p3/2P5/2NP1N2/PP2PPPP/R1BQKB1R b KQkq - 0 4	1 c4 e5 2 Nc3 Nc6 3 Nf3 Nf6 4 d3
English Opening-Reversed Closed Sicilian-4 Knights System #2-Bradley Beach Variation	30029	2271	26273	r1bqkb1r/pppp1ppp/2n2n2/8/2PPp3/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 0 5	1 c4 e5 2 Nc3 Nc6 3 Nf3 Nf6 4 d4 e4
English Opening-Reversed Closed Sicilian-4 Knights System #2-Nenarokov Variation	3143	454	3068	r1bqk2r/pppp1pp1/2n2n1p/6B1/1bPN4/2N5/PP2PPPP/R2QKB1R w KQkq - 0 7	1 c4 e5 2 Nc3 Nc6 3 Nf3 Nf6 4 d4 exd4 5 Nxd4 Bb4 6 Bg5 h6 (7 Bh4 Bxc3+ 8 bxc3 Ne5)
English Opening-Reversed Closed Sicilian-4 Knights System #2-Quiet Line #3	318031	29890	257481	r1bqkb1r/pppp1ppp/2n2n2/4p3/2P5/2N1PN2/PP1P1PPP/R1BQKB1R b KQkq - 0 4	1 c4 e5 2 Nc3 Nc6 3 Nf3 Nf6 4 e3
English Opening-4 Knights System #2-Quiet Line #3-Stean Variation	1467	211	985	r1bqr1k1/pppp1ppp/2n2n2/3NpQ2/1bP5/4PN2/PP1P1PPP/R1B1KB1R b KQ - 6 7	1 c4 e5 2 Nc3 Nc6 3 Nf3 Nf6 4 e3 Bb4 5 Qc2 0-0 6 Nd5 Re8 7 Qf5
English Opening-4 Knights System #2-Quiet Line #3-Romanishin Variation	9570	1598	8957	r1bqk2r/pppp1ppp/2n2n2/4p3/2P5/2b1PN2/PPQP1PPP/R1B1KB1R w KQkq - 0 6	1 c4 e5 2 Nc3 Nc6 3 Nf3 Nf6 4 e3 Bb4 5 Qc2 Bxc3
English Opening-Reversed Closed Sicilian-4 Knights System #2-Nimzowitsch/Botvinnik Line	375402	35922	363902	r1bqkb1r/pppp1ppp/2n2n2/4p3/2P1P3/2N2N2/PP1P1PPP/R1BQKB1R b KQkq - 0 4	1 c4 e5 2 Nc3 Nc6 3 Nf3 Nf6 4 e4
English Opening-Bremen Variation-Reversed Closed Sicilian-Kingside Fianchetto Line	329318	32308	263619	r1bqkb1r/pppp1ppp/2n2n2/4p3/2P5/2N2NP1/PP1PPP1P/R1BQKB1R b KQkq - 0 4	1 c4 e5 2 Nc3 Nc6 3 Nf3 Nf6 4 g3
English Opening-Bremen Variation-Reversed Sicilian-2 Knights Variation	4656486	424055	4041939	rnbqkb1r/pppp1ppp/5n2/4p3/2P5/2N5/PP1PPPPP/R1BQKBNR w KQkq - 2 3	1 c4 e5 2 Nc3 Nf6
English Opening-Reversed Sicilian-2 Knights Variation-Mazedonisch Variation	8546	585	7890	rnbqkb1r/pppp1ppp/5n2/4p3/2P2P2/2N5/PP1PP1PP/R1BQKBNR b KQkq - 0 3	1 c4 e5 2 Nc3 Nf6 3 f4
English Opening-Bremen Variation-2 Knights Variation-Carls-Bremen System/Fianchetto Line	1792180	162714	1510666	rnbqkb1r/pppp1ppp/5n2/4p3/2P5/2N3P1/PP1PPP1P/R1BQKBNR b KQkq - 0 3	1 c4 e5 2 Nc3 Nf6 3 g3
English Opening-2 Knights Variation-Carls-Bremen System-Smyslov System	320945	30103	294417	rnbqk2r/pppp1ppp/5n2/4p3/1bP5/2N3P1/PP1PPP1P/R1BQKBNR w KQkq - 1 4	1 c4 e5 2 Nc3 Nf6 3 g3 Bb4
English Opening-Reversed Sicilian-Carls-Bremen System-Keres Variation	265761	25882	239790	rnbqkb1r/pp1p1ppp/2p2n2/4p3/2P5/2N3P1/PP1PPP1P/R1BQKBNR w KQkq - 0 4	1 c4 e5 2 Nc3 Nf6 3 g3 c6
English Opening-Reversed Sicilian-Carls-Bremen System-Reversed Dragon	406705	40032	360923	rnbqkb1r/ppp2ppp/5n2/3pp3/2P5/2N3P1/PP1PPP1P/R1BQKBNR w KQkq - 0 4	1 c4 e5 2 Nc3 Nf6 3 g3 d5
English Opening-2 Knights Variation-Carls-Bremen System-Fianchetto Line	47027	4618	37745	rnbqkb1r/pppp1p1p/5np1/4p3/2P5/2N3P1/PP1PPP1P/R1BQKBNR w KQkq - 0 4	1 c4 e5 2 Nc3 Nf6 3 g3 g6
English Opening-Carls-Bremen System-Fianchetto Line-Closed Variation	24480	2403	19766	rnbqk2r/pppp1pbp/5np1/4p3/2P5/2NP2P1/PP2PPBP/R1BQK1NR b KQkq - 0 5	1 c4 e5 2 Nc3 Nf6 3 g3 g6 4 Bg2 Bg7 5 d3
English Opening-Carls-Bremen System-Closed Variation-Prickly Pawn Pass System	2142	256	1935	rnbq1rk1/1p3pbp/p1pp1np1/4p3/2P1P3/2NP2P1/PP2NPBP/R1BQ1RK1 w - - 0 9	1 c4 e5 2 Nc3 Nf6 3 g3 g6 4 Bg2 Bg7 5 d3 d6 6 e4 0-0 7 Nge2 c6 8 0-0 a6
English Opening-Carls-Bremen System-Fianchetto Line-Hort Variation	1068	80	811	rn1qk2r/ppp2pbp/3pbnp1/4p3/2P5/2N1P1P1/PP1PNPBP/R1BQK2R w KQkq - 2 7	1 c4 e5 2 Nc3 Nf6 3 g3 g6 4 Bg2 Bg7 5 e3 d6 6 Nge2 Be6
English Opening-Bremen Variation-2 Knights Variation-Bellón Gambit	3944	464	3779	rnbqkb1r/p1pp1ppp/5n2/1p4N1/2P1p3/2N5/PP1PPPPP/R1BQKB1R w KQkq - 0 5	1 c4 e5 2 Nc3 Nf6 3 Nf3 e4 4 Ng5 b5
English Opening-Bremen Variation-2 Knights Variation-Erbenheimer Gambit	1340	46	663	rnbqkb1r/pppp1ppp/8/6N1/2P1p1n1/2N5/PP1PPPPP/R1BQKB1R w KQkq - 2 5	1 c4 e5 2 Nc3 Nf6 3 Nf3 e4 4 Ng5 Ng4
English Opening-Bremen Variation-Nimzowitsch Variation	462732	40141	424639	rnbqkbnr/pppp1ppp/8/4p3/2P5/5N2/PP1PPPPP/RNBQKB1R b KQkq - 1 2	1 c4 e5 2 Nf3
English Opening-Bremen Variation-Nimzowitsch Variation-Flohr Variation	69149	5734	69871	rnbqkbnr/pppp1ppp/8/8/2P1p3/5N2/PP1PPPPP/RNBQKB1R w KQkq - 0 3	1 c4 e5 2 Nf3 e4
English Opening-Bremen Variation-English Queen Variation	17479	2284	34443	rnbqkbnr/pppp1ppp/8/4p3/Q1P5/8/PP1PPPPP/RNB1KBNR b KQkq - 1 2	1 c4 e5 2 Qa4
English Opening-Agincourt Defence	5072824	515222	4559683	rnbqkbnr/pppp1ppp/4p3/8/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 0 2	1 c4 e6
English Opening-Agincourt Defence-English Defence	996138	83313	907373	rnbqkbnr/p1pp1ppp/1p2p3/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3	1 c4 e6 2 d4 b6
English Opening-Agincourt Defence-English Defence-Perrin Variation	13200	830	10710	r2qkbnr/pbpp1ppp/1pn1p3/8/2PPP3/3B4/PP3PPP/RNBQK1NR w KQkq - 3 5	1 c4 e6 2 d4 b6 3 e4 Bb7 4 Bd3 Nc6
English Opening-Agincourt Defence-English Defence-Poli Gambit	358	34	541	rn1qkb1r/pbpp2pp/1p2p2n/5P2/2PP4/5P2/PP4PP/RNBQKBNR w KQkq - 1 6	1 c4 e6 2 d4 b6 3 e4 Bb7 4 f3 f5 5 exf5 Nh6
English Opening-Agincourt Defence-English Defence-Hartlaub Gambit Declined	1220	102	1263	rn1qkbnr/pbpp2pp/1p2p3/3P1p2/2P1P3/2N5/PP3PPP/R1BQKBNR b KQkq - 0 5	1 c4 e6 2 d4 b6 3 Nc3 Bb7 4 e4 f5 5 d5
English Opening-Agincourt Defence-English Defence-Hartlaub Gambit Accepted	411	30	295	rn1qkb1r/pbpp2pp/1p2pn2/5P2/2PP4/2N5/PP3PPP/R1BQKBNR w KQkq - 1 6	1 c4 e6 2 d4 b6 3 Nc3 Bb7 4 e4 f5 5 exf5 Nf6
English Opening-Agincourt Defence-Horwitz Defence-Zilbermints Gambit	7881	426	3648	rnbqkbnr/pppp1ppp/8/4p3/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3	1 c4 e6 2 d4 e5
English Opening-Agincourt Defence-King's Knight Variation	801922	94265	657773	rnbqkbnr/ppp2ppp/4p3/3p4/2P5/5N2/PP1PPPPP/RNBQKB1R w KQkq - 0 3	1 c4 e6 2 Nf3 d5
English Opening-Agincourt Defence-King's Knight Variation-Whimpey System	52696	6340	45978	rnbqkb1r/pp3ppp/4pn2/2pp4/2P5/1P2PN2/PB1P1PPP/RN1QKB1R b KQkq - 0 5	1 c4 e6 2 Nf3 d5 3 b3 Nf6 4 Bb2 c5 5 e3
English Opening-Agincourt Defence-King's Knight Variation-Agincourt Variation	236330	30450	177589	rnbqkbnr/ppp2ppp/4p3/3p4/2P5/5NP1/PP1PPP1P/RNBQKB1R b KQkq - 0 3	1 c4 e6 2 Nf3 d5 3 g3
English Opening-Agincourt Defence-Agincourt Variation-Catalan Defence	5869	579	3710	rn1qkbnr/pbp2ppp/1p2p3/3p4/2P5/5NP1/PP1PPPBP/RNBQ1RK1 b kq - 3 5	1 c4 e6 2 Nf3 d5 3 g3 b6 4 Bg2 Bb7 5 0-0
English Opening-King's Knight Variation-Agincourt Variation-Catalan Defence	32979	3764	24817	rnbqkbnr/pp3ppp/4p3/2pp4/2P5/5NP1/PP1PPP1P/RNBQKB1R w KQkq - 0 4	1 c4 e6 2 Nf3 d5 3 g3 c5
English Opening-Agincourt Defence-Agincourt Variation-Kurajica Defence	67755	7411	47758	rnbqkbnr/pp3ppp/2p1p3/3p4/2P5/5NP1/PP1PPP1P/RNBQKB1R w KQkq - 0 4	1 c4 e6 2 Nf3 d5 3 g3 c6
English Opening-Agincourt Defence-Agincourt Variation-Neo-Catalan	283035	41944	225634	rnbqkb1r/ppp2ppp/4pn2/3p4/2P5/5NP1/PP1PPP1P/RNBQKB1R w KQkq - 1 4	1 c4 e6 2 Nf3 d5 3 g3 Nf6
English Opening-Agincourt Variation-Neo-Catalan-Bogoljubov/Bogo-Catalan Defence	15244	1625	10858	rnbqk2r/ppp2ppp/3bpn2/3p4/2P5/5NP1/PP1PPPBP/RNBQK2R w KQkq - 3 5	1 c4 e6 2 Nf3 d5 3 g3 Nf6 4 Bg2 Bd6
English Opening-Agincourt Defence-Agincourt Variation-Neo-Catalan Declined	178966	31012	152961	rnbqk2r/ppp1bppp/4pn2/3p4/2P5/5NP1/PP1PPPBP/RNBQK2R w KQkq - 3 5	1 c4 e6 2 Nf3 d5 3 g3 Nf6 4 Bg2 Be7
English Opening-Agincourt Variation-Neo-Catalan Declined-Keres Defence	10639	1739	9389	r1bqk2r/pp2bppp/2n1p3/2pn4/8/2N2NP1/PP1PPPBP/R1BQ1RK1 w kq - 2 8	1 c4 e6 2 Nf3 d5 3 g3 Nf6 4 Bg2 Be7 5 0-0 c5 6 cxd5 Nxd5 7 Nc3 Nc6
English Opening-Agincourt Variation-Neo-Catalan-Bogolubov Variation	572	118	654	rnbq1rk1/1pp1bppp/4pn2/p2p4/2P5/1P3NP1/PB1PPPBP/RN1QK2R w KQ - 0 7	1 c4 e6 2 Nf3 d5 3 g3 Nf6 4 Bg2 Be7 5 b3 0-0 6 Bb2 a5
English Opening-Agincourt Defence-Agincourt Variation-Tarrasch Defence	8406	1032	6599	r1bqk2r/pp2bppp/2n1pn2/2pp4/2P5/1P3NP1/P2PPPBP/RNBQ1RK1 w kq - 3 7	1 c4 e6 2 Nf3 d5 3 g3 Nf6 4 Bg2 c5 5 b3 Nc6 6 0-0 Be7
English Opening-Agincourt Variation-Neo-Catalan-Semi-Slav Defence	219836	26618	156772	rnbqkb1r/pp3ppp/2p1pn2/3p4/2P5/5NP1/PP1PPPBP/RNBQK2R w KQkq - 0 5	1 c4 e6 2 Nf3 d5 3 g3 Nf6 4 Bg2 c6
English Opening-Agincourt Defence-Agincourt Variation-Neo-Catalan Accepted	73615	9594	56658	rnbqkb1r/ppp2ppp/4pn2/8/2p5/5NP1/PP1PPPBP/RNBQK2R w KQkq - 0 5	1 c4 e6 2 Nf3 d5 3 g3 Nf6 4 Bg2 dxc4
English Opening-Agincourt Defence-Romanishin Gambit	2529	496	2609	rnbqkb1r/1ppp1ppp/p3pn2/8/2P5/5NP1/PP1PPP1P/RNBQKB1R w KQkq - 0 4	1 c4 e6 2 Nf3 Nf6 3 g3 a6 (4 Bg2 b5)
English Opening-Anglo-Dutch Defence	957553	93865	858388	rnbqkbnr/ppppp1pp/8/5p2/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 0 2	1 c4 f5
English Opening-Anglo-Dutch Defence-Polish Variation	3371	348	3548	rnbqkbnr/ppppp1pp/8/5p2/1PP5/8/P2PPPPP/RNBQKBNR b KQkq - 0 2	1 c4 f5 2 b4
English Opening-Anglo-Dutch Defence-Hickmann Gambit	10652	930	9251	rnbqkbnr/ppppp1pp/8/5p2/2P1P3/8/PP1P1PPP/RNBQKBNR b KQkq - 0 2	1 c4 f5 2 e4
English Opening-Anglo-Dutch Defence-Hickmann Gambit-Porcupine Variation	631	55	505	rnbqkb1r/ppppp1pp/5n2/8/2P1p1P1/2N5/PP1P1P1P/R1BQKBNR b KQkq - 0 4	1 c4 f5 2 e4 fxe4 3 Nc3 Nf6 4 g4
English Opening-Anglo-Dutch Defence-Wade Gambit	3317	301	2795	rnbqkbnr/ppppp1pp/8/5p2/2P3P1/8/PP1PPP1P/RNBQKBNR b KQkq - 0 2	1 c4 f5 2 g4
English Opening-Anglo-Dutch Defence-Ferenc Gambit	5162	456	4857	rnbqkb1r/ppppp1pp/5n2/5p2/2P1P3/2N5/PP1P1PPP/R1BQKBNR b KQkq - 0 3	1 c4 f5 2 Nc3 Nf6 3 e4
English Opening-Anglo-Dutch Defence-Chabanon Gambit	138	8	136	rnbqkbnr/ppp1p1pp/3p4/5p2/2P1P3/5N2/PP1P1PPP/RNBQKB1R b KQkq - 0 3	1 c4 f5 2 Nf3 d6 3 e4
English Opening-Myers Variation	26178	1634	21614	rnbqk1nr/ppppppbp/8/6p1/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 1 3	1 c4 g5 2 d4 Bg7
English Opening-Zilbermints Gambit	613	56	334	rnbqkbnr/pppp1p1p/8/4p1p1/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3	1 c4 g5 2 d4 e5
English Opening-Great Snake Variation	2738745	273480	2518618	rnbqkbnr/pppppp1p/6p1/8/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 0 2	1 c4 g6
English Opening-Great Snake Variation-Adorjan Defence	16769	1602	16552	rnbqkbnr/pppp1p1p/6p1/4p3/2P1P3/8/PP1P1PPP/RNBQKBNR w KQkq - 0 3	1 c4 g6 2 e4 e5
English Opening-Anglo-Lithuanian Variation	683589	56144	563212	r1bqkbnr/pppppppp/2n5/8/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 1 2	1 c4 Nc6
English Opening-Anglo-Indian Defence	8673124	940356	8050934	rnbqkb1r/pppppppp/5n2/8/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 1 2	1 c4 Nf6
English Opening-Anglo-Indian Defence-Orangutan/Polish Variation	32127	3194	37886	rnbqkb1r/pppppppp/5n2/8/1PP5/8/P2PPPPP/RNBQKBNR b KQkq - 0 2	1 c4 Nf6 2 b4
English Opening-Anglo-Indian Defence-Achilles-Omega Gambit	16220	1727	21837	rnbqkb1r/pppppppp/5n2/8/2P1P3/8/PP1P1PPP/RNBQKBNR b KQkq - 0 2	1 c4 Nf6 2 e4
English Opening-Anglo-Indian Defence-Unnamed Gambit	3414	339	4633	rnbqkb1r/pppppppp/5n2/8/2P3P1/8/PP1PPP1P/RNBQKBNR b KQkq - 0 2	1 c4 Nf6 2 g4
English Opening-Anglo-Indian Defence-Queen's Knight Variation	5163646	563671	4715825	rnbqkb1r/pppppppp/5n2/8/2P5/2N5/PP1PPPPP/R1BQKBNR b KQkq - 2 2	1 c4 Nf6 2 Nc3
English Opening-Anglo-Indian Defence-Queen's Knight Variation-Anglo-Grünfeld/Golombek Defence	393698	46906	369075	rnbqkb1r/ppp1pppp/5n2/3p4/2P5/2N5/PP1PPPPP/R1BQKBNR w KQkq - 0 3	1 c4 Nf6 2 Nc3 d5
English Opening-Queen's Knight Variation-Anglo-Grünfeld Defence-Rubinstein Variation	26912	4088	29570	rnbqkb1r/ppn1pppp/8/2p5/8/2N3P1/PP1PPPBP/R1BQK1NR w KQkq - 2 6	1 c4 Nf6 2 Nc3 d5 3 cxd5 Nxd5 4 g3 c5 5 Bg2 Nc7
English Opening-Anglo-Indian Defence-Anglo-Grünfeld Defence-Czech Defence	10821	1728	11203	rnbqkb1r/ppp1pp1p/1n4p1/8/8/2N3P1/PP1PPPBP/R1BQK1NR w KQkq - 2 6	1 c4 Nf6 2 Nc3 d5 3 cxd5 Nxd5 4 g3 g6 5 Bg2 Nb6
English Opening-Anglo-Indian Defence-Anglo-Grünfeld Defence-Smyslov Defence	24073	3891	22855	rnbqkb1r/ppp1pp1p/6p1/8/8/2n3P1/PP1PPPBP/R1BQK1NR w KQkq - 0 6	1 c4 Nf6 2 Nc3 d5 3 cxd5 Nxd5 4 g3 g6 5 Bg2 Nxc3
English Opening-Anglo-Indian Defence-Anglo-Grünfeld Defence-Korchnoi Variation	500	69	407	rnbqk2r/ppp2pbp/6p1/3np3/8/2N2NP1/PP1PPPBP/R1BQK2R w KQkq - 0 7	1 c4 Nf6 2 Nc3 d5 3 cxd5 Nxd5 4 Nf3 g6 5 g3 Bg7 6 Bg2 e5
English Opening-Anglo-Indian Defence-Queen's Knight Variation-Hedgehog System	1787650	189043	1605436	rnbqkb1r/pppp1ppp/4pn2/8/2P5/2N5/PP1PPPPP/R1BQKBNR w KQkq - 0 3	1 c4 Nf6 2 Nc3 e6
English Opening-Anglo-Indian Defence-Queen's Knight Variation-Flohr-Mikenas-Carls Variation #2	526569	50433	405676	rnbqkb1r/pppp1ppp/4pn2/8/2P1P3/2N5/PP1P1PPP/R1BQKBNR b KQkq - 0 3	1 c4 Nf6 2 Nc3 e6 3 e4
English Opening-Anglo-Indian Defence-Flohr-Mikenas-Carls Variation #2-Sicilian Variation	117782	11850	106543	rnbqkb1r/pp1p1ppp/4pn2/2p5/2P1P3/2N5/PP1P1PPP/R1BQKBNR w KQkq - 0 4	1 c4 Nf6 2 Nc3 e6 3 e4 c5
English Opening-Flohr-Mikenas-Carls Variation #2-Sicilian Variation-Nei Gambit	34770	3431	28902	rnbqkbnr/pp1p1ppp/4p3/2p1P3/2P5/2N5/PP1P1PPP/R1BQKBNR w KQkq - 1 5	1 c4 Nf6 2 Nc3 e6 3 e4 c5 4 e5 Ng8
English Opening-Queen's Knight Variation-Flohr-Mikenas-Carls Variation #2-French Variation	183642	21625	156140	rnbqkb1r/ppp2ppp/4pn2/3p4/2P1P3/2N5/PP1P1PPP/R1BQKBNR w KQkq - 0 4	1 c4 Nf6 2 Nc3 e6 3 e4 d5
English Opening-Flohr-Mikenas-Carls Variation #2-French Variation-Flohr Variation	119371	13409	94343	rnbqkb1r/ppp2ppp/4pn2/3pP3/2P5/2N5/PP1P1PPP/R1BQKBNR b KQkq - 0 4	1 c4 Nf6 2 Nc3 e6 3 e4 d5 4 e5
English Opening-Queen's Knight Variation-Flohr-Mikenas-Carls Variation #2-Kevitz Defence	36082	3013	31014	r1bqkb1r/pppp1ppp/2n1pn2/8/2P1P3/2N5/PP1P1PPP/R1BQKBNR w KQkq - 1 4	1 c4 Nf6 2 Nc3 e6 3 e4 Nc6
English Opening-Anglo-Indian Defence-Hedgehog System-Queen's Indian Formation	37991	4462	33247	rnbqkb1r/p1pp1ppp/1p2pn2/8/2P5/2N2N2/PP1PPPPP/R1BQKB1R w KQkq - 0 4	1 c4 Nf6 2 Nc3 e6 3 Nf3 b6
English Opening-Hedgehog System-Queen's Indian Formation-Romanishin Variation	2255	199	1820	rn1qkb1r/pbpp1ppp/1p2pn2/8/2P1P3/2NB1N2/PP1P1PPP/R1BQK2R b KQkq - 2 5	1 c4 Nf6 2 Nc3 e6 3 Nf3 b6 4 e4 Bb7 5 Bd3
English Opening-Anglo-Indian Defence-Hedgehog System-Nimzo-English/Nimzovich Opening	67661	7216	59023	rnbqk2r/pppp1ppp/4pn2/8/1bP5/2N2N2/PP1PPPPP/R1BQKB1R w KQkq - 2 4	1 c4 Nf6 2 Nc3 e6 3 Nf3 Bb4
English Opening-Hedgehog System-Nimzo-English Opening-Zviagintsev-Krasenkov Attack	857	88	589	rnbqk2r/pppp1ppp/4pn2/8/1bP3P1/2N2N2/PP1PPP1P/R1BQKB1R b KQkq - 0 4	1 c4 Nf6 2 Nc3 e6 3 Nf3 Bb4 4 g4
English Opening-Anglo-Indian Defence-Queen's Knight Variation-Anti-Anti-Grünfeld Variation	189333	23204	149889	rnbqk2r/ppppppbp/5np1/8/2P1P3/2N2N2/PP1P1PPP/R1BQKB1R b KQkq - 0 4	1 c4 Nf6 2 Nc3 g6 3 Nf3 Bg7 4 e4
English Opening-Anglo-Indian Defence-King's Knight Variation	2110295	272978	1782867	rnbqkb1r/pppppppp/5n2/8/2P5/5N2/PP1PPPPP/RNBQKB1R b KQkq - 2 2	1 c4 Nf6 2 Nf3
English Opening-Anglo-Indian Defence-King's Knight Variation-Queen's Indian Formation	53482	8100	46969	rnbqkb1r/p1pppppp/1p3n2/8/2P5/5N2/PP1PPPPP/RNBQKB1R w KQkq - 0 3	1 c4 Nf6 2 Nf3 b6
English Opening-Anglo-Indian Defence-King's Knight Variation-Scandinavian Defence	405302	35826	298617	rnbqkb1r/ppp1pppp/5n2/3p4/2P5/5N2/PP1PPPPP/RNBQKB1R w KQkq - 0 3	1 c4 Nf6 2 Nf3 d5
English Opening-King's Knight Variation-Scandinavian Defence-Exchange Variation	187486	16333	124782	rnbqkb1r/ppp1pppp/8/3n4/8/5N2/PP1PPPPP/RNBQKB1R w KQkq - 0 4	1 c4 Nf6 2 Nf3 d5 3 cxd5 Nxd5
English Opening-Anglo-Indian Defence-King's Knight Variation-Old Indian Formation	195985	21782	167174	rnbqkb1r/ppp1pppp/3p1n2/8/2P5/5N2/PP1PPPPP/RNBQKB1R w KQkq - 0 3	1 c4 Nf6 2 Nf3 d6
English Opening-Anglo-Indian Defence-King's Knight Variation-Romanishin Variation	2529	496	2609	rnbqkb1r/1ppp1ppp/p3pn2/8/2P5/5NP1/PP1PPP1P/RNBQKB1R w KQkq - 0 4	1 c4 Nf6 2 Nf3 e6 3 g3 a6
